user_id,age,income_monthly,expenses_monthly,goal_type,goal_amount,goal_years,risk_profile,preferred_investments,marital_status,dependents,employment_type,investment_experience,location_tier,time_until_retirement,emergency_fund,current_assets,savings_monthly,can_invest,predicted_sip,allocation_mutual_funds,allocation_gold,allocation_fd
481,46,148682,78689,wedding,1821448,5,low,"stocks,fd",single,3,business,expert,Tier 1,14,25583,2232926.0,69993,True,30357,9107,9107,12143
482,53,141374,79395,car,812672,4,low,"gold,real_estate",married,2,business,expert,Tier 3,7,18689,2049014.0,61979,True,16930,5079,5079,6772
483,38,165945,113253,retirement,9637640,22,low,"stocks,mutual_funds",single,1,self-employed,intermediate,Tier 1,22,42125,4704419.0,52692,True,36506,10951,10951,14604
484,24,182248,117624,retirement,5122827,25,medium,"fd,mutual_funds",married,2,salaried,intermediate,Tier 3,36,97268,2118671.0,64624,True,17076,8538,3415,5123
485,22,158184,84340,bike,104814,2,medium,"gold,stocks",single,3,salaried,intermediate,Tier 3,38,38919,1433875.0,73844,True,4367,2183,873,1311
486,39,56328,23027,bike,94675,1,low,"real_estate,fd",single,3,self-employed,beginner,Tier 1,21,9173,2518665.0,33301,True,7889,2366,2366,3157
487,54,196517,136608,wedding,1987606,5,low,"fd,gold",married,0,business,none,Tier 3,6,90842,4839125.0,59909,True,33126,9937,9937,13252
488,54,118591,49581,education,1333668,5,medium,"real_estate,mutual_funds",single,3,salaried,none,Tier 1,6,5389,2523199.0,69010,True,22227,11113,4445,6669
489,56,73002,39333,bike,64986,1,medium,"real_estate,fd",single,1,self-employed,beginner,Tier 3,4,61408,4444643.0,33669,True,5415,2707,1083,1625
490,52,162907,100800,wedding,1115937,4,low,"gold,real_estate",married,2,salaried,intermediate,Tier 3,8,91328,2537111.0,62107,True,23248,6974,6974,9300
491,28,142426,99376,car,673586,3,medium,"fd,real_estate",married,3,self-employed,none,Tier 1,32,42327,3080855.0,43050,True,18710,9355,3742,5613
492,54,146184,59486,wedding,745300,5,high,"gold,stocks",married,0,self-employed,none,Tier 1,6,21523,903392.0,86698,True,12421,8694,1242,2485
493,27,34552,19027,wedding,735419,4,medium,"stocks,gold",single,0,self-employed,beginner,Tier 3,33,5887,2441098.0,15525,True,15321,7660,3064,4597
494,54,133639,69052,bike,182746,2,high,"real_estate,gold",married,1,salaried,intermediate,Tier 2,6,89526,2548214.0,64587,True,7614,5329,761,1524
495,25,61220,41305,wedding,879270,5,medium,"mutual_funds,gold",married,2,business,beginner,Tier 1,35,80277,1618146.0,19915,True,14654,7327,2930,4397
496,50,37931,18861,bike,115633,1,low,"stocks,mutual_funds",single,1,salaried,expert,Tier 2,10,99776,4758569.0,19070,True,9636,2890,2890,3856
497,50,156633,115867,wedding,595556,4,low,"mutual_funds,gold",single,0,business,intermediate,Tier 3,10,6988,1605537.0,40766,True,12407,3722,3722,4963
498,47,143467,78613,wedding,1929210,3,low,"fd,gold",single,3,self-employed,expert,Tier 2,13,33230,2645834.0,64854,True,53589,16076,16076,21437
499,24,60833,35336,wedding,1914657,4,low,"gold,mutual_funds",married,1,salaried,expert,Tier 2,36,9117,572154.0,25497,True,25497,7649,7649,10199
500,48,109876,79542,education,1154568,4,high,"mutual_funds,fd",single,3,business,none,Tier 3,12,69619,4306146.0,30334,True,24053,16837,2405,4811
501,41,41990,24928,bike,190356,2,medium,"gold,mutual_funds",single,1,salaried,expert,Tier 1,19,86730,964565.0,17062,True,7931,3965,1586,2380
502,36,16306,10380,retirement,18053280,25,medium,"stocks,mutual_funds",single,1,self-employed,intermediate,Tier 1,24,50800,1620234.0,5926,True,5926,2963,1185,1778
503,57,69330,42234,retirement,12477571,10,medium,"real_estate,stocks",married,2,salaried,intermediate,Tier 2,3,47137,2333785.0,27096,True,27096,13548,5419,8129
504,36,63442,41731,bike,185844,1,medium,"stocks,real_estate",married,3,business,intermediate,Tier 1,24,6813,929459.0,21711,True,15487,7743,3097,4647
505,55,99381,63408,education,493984,3,low,"stocks,real_estate",single,0,salaried,beginner,Tier 1,5,47051,3143510.0,35973,True,13721,4116,4116,5489
506,30,80618,59266,car,870435,2,low,"gold,mutual_funds",married,0,business,intermediate,Tier 3,30,7093,4519353.0,21352,True,21352,6405,6405,8542
507,53,170423,80973,bike,130821,1,low,"stocks,gold",married,1,salaried,none,Tier 1,7,87289,,89450,True,10901,3270,3270,4361
508,56,197003,130403,education,559480,6,medium,"fd,real_estate",single,2,business,beginner,Tier 1,4,65686,3683795.0,66600,True,7770,3885,1554,2331
509,50,148498,96999,retirement,8332889,28,high,"mutual_funds,fd",single,3,self-employed,none,Tier 1,10,71395,94816.0,51499,True,24800,17360,2480,4960
510,41,108863,68463,education,343764,5,medium,"gold,stocks",married,2,self-employed,beginner,Tier 3,19,67943,366462.0,40400,True,5729,2864,1145,1720
511,54,36869,18242,wedding,505039,4,low,"mutual_funds,fd",married,3,self-employed,expert,Tier 2,6,15442,4101889.0,18627,True,10521,3156,3156,4209
512,24,68053,41672,retirement,7280650,25,medium,"real_estate,gold",single,1,business,intermediate,Tier 1,36,39397,1419391.0,26381,True,24268,12134,4853,7281
513,31,81897,55835,wedding,1487410,5,medium,"mutual_funds,fd",single,2,salaried,expert,Tier 2,29,19924,4616701.0,26062,True,24790,12395,4958,7437
514,24,115297,66845,wedding,1034391,5,medium,"gold,stocks",married,1,business,beginner,Tier 3,36,38458,132409.0,48452,True,17239,8619,3447,5173
515,38,189588,114616,wedding,1556600,5,low,"gold,stocks",married,0,business,none,Tier 1,22,90947,3549701.0,74972,True,25943,7782,7782,10379
516,58,101664,41911,retirement,8241684,11,low,"mutual_funds,real_estate",single,0,salaried,intermediate,Tier 3,2,25025,1496250.0,59753,True,59753,17925,17925,23903
517,59,195903,108704,bike,190299,1,low,"fd,stocks",single,0,self-employed,intermediate,Tier 1,1,96470,2302641.0,87199,True,15858,4757,4757,6344
518,43,25751,14301,car,1215359,4,low,"fd,real_estate",single,0,self-employed,none,Tier 3,17,59122,3749509.0,11450,True,11450,3435,3435,4580
519,45,46707,20405,bike,95842,2,low,"stocks,gold",single,1,self-employed,expert,Tier 2,15,61704,903605.0,26302,True,3993,1197,1197,1599
520,59,28652,13069,wedding,1270692,3,medium,"gold,stocks",married,1,salaried,none,Tier 2,1,23452,2982977.0,15583,True,15583,7791,3116,4676
521,28,181508,125108,education,644866,6,low,"mutual_funds,real_estate",single,0,self-employed,none,Tier 2,32,7187,2823737.0,56400,True,8956,2686,2686,3584
522,44,72620,47920,education,631607,3,medium,"real_estate,stocks",married,0,business,none,Tier 1,16,7591,3188102.0,24700,True,17544,8772,3508,5264
523,53,194588,100088,bike,141257,2,low,"mutual_funds,gold",single,2,salaried,none,Tier 3,7,16087,1121984.0,94500,True,5885,1765,1765,2355
524,42,146208,62456,bike,119500,1,medium,"fd,stocks",married,2,salaried,none,Tier 3,18,71197,543992.0,83752,True,9958,4979,1991,2988
525,26,178926,124043,car,1455544,4,low,"fd,real_estate",single,1,self-employed,expert,Tier 1,34,64848,,54883,True,30323,9096,9096,12131
526,58,108782,50337,education,737805,6,high,"gold,mutual_funds",single,2,salaried,beginner,Tier 3,2,59316,1732678.0,58445,True,10247,7172,1024,2051
527,42,138364,90813,bike,124925,1,high,"fd,real_estate",married,1,salaried,none,Tier 2,18,35954,1040121.0,47551,True,10410,7286,1041,2083
528,35,167185,87604,car,883442,5,medium,"mutual_funds,stocks",single,1,business,none,Tier 1,25,51313,1470827.0,79581,True,14724,7362,2944,4418
529,32,84166,45185,retirement,6452814,17,medium,"fd,mutual_funds",married,2,business,expert,Tier 2,28,13328,1659184.0,38981,True,31631,15815,6326,9490
530,40,115546,74382,wedding,1258761,3,low,"gold,mutual_funds",single,0,business,intermediate,Tier 1,20,96057,2453233.0,41164,True,34965,10489,10489,13987
531,50,158279,115668,retirement,8646895,26,high,"real_estate,fd",married,0,business,expert,Tier 2,10,75463,1183183.0,42611,True,27714,19399,2771,5544
532,45,86696,40936,retirement,8301572,26,low,"gold,mutual_funds",married,2,business,beginner,Tier 2,15,10126,1210294.0,45760,True,26607,7982,7982,10643
533,22,51413,34830,car,1251480,4,high,"fd,real_estate",married,0,self-employed,expert,Tier 3,38,37130,614430.0,16583,True,16583,11608,1658,3317
534,50,51468,24584,bike,189048,2,medium,"fd,gold",married,3,salaried,expert,Tier 1,10,47056,2198983.0,26884,True,7877,3938,1575,2364
535,22,136948,94149,retirement,4337768,28,medium,"mutual_funds,fd",single,3,salaried,beginner,Tier 2,38,48954,,42799,True,12910,6455,2582,3873
536,28,15717,9095,bike,178696,1,medium,"mutual_funds,fd",married,2,business,none,Tier 2,32,9994,4805997.0,6622,True,6622,3311,1324,1987
537,39,189514,94436,wedding,839679,4,medium,"mutual_funds,gold",married,1,salaried,none,Tier 1,21,7763,405054.0,95078,True,17493,8746,3498,5249
538,57,133094,56338,car,1192908,2,medium,"real_estate,mutual_funds",married,1,self-employed,none,Tier 1,3,7382,4687203.0,76756,True,49704,24852,9940,14912
539,50,179474,74480,retirement,7614466,28,high,"fd,mutual_funds",married,2,business,expert,Tier 1,10,78933,,104994,True,22662,15863,2266,4533
540,25,37010,19590,car,783071,4,high,"gold,stocks",married,1,salaried,expert,Tier 3,35,73842,2320463.0,17420,True,16313,11419,1631,3263
541,30,29683,18438,car,1073249,2,high,"mutual_funds,real_estate",married,3,salaried,intermediate,Tier 1,30,83542,,11245,True,11245,7871,1124,2250
542,57,167711,92094,car,1176505,2,medium,"mutual_funds,stocks",married,3,salaried,none,Tier 1,3,37172,2599565.0,75617,True,49021,24510,9804,14707
543,53,26577,17686,car,1306450,5,medium,"stocks,fd",single,3,business,expert,Tier 1,7,24996,1658795.0,8891,True,8891,4445,1778,2668
544,30,181782,129363,wedding,608944,5,high,"mutual_funds,gold",single,2,business,expert,Tier 2,30,81674,3765929.0,52419,True,10149,7104,1014,2031
545,57,59516,35089,wedding,1473737,4,medium,"stocks,mutual_funds",single,0,business,expert,Tier 1,3,44178,4698455.0,24427,True,24427,12213,4885,7329
546,23,21859,14285,education,935274,5,medium,"gold,fd",single,3,business,intermediate,Tier 2,37,32216,2986537.0,7574,True,7574,3787,1514,2273
547,23,64522,44367,retirement,17004881,26,low,"real_estate,stocks",single,3,salaried,none,Tier 1,37,33453,257352.0,20155,True,20155,6046,6046,8063
548,24,197949,131018,wedding,1758624,4,medium,"stocks,mutual_funds",single,0,self-employed,expert,Tier 1,36,93031,1012452.0,66931,True,36638,18319,7327,10992
549,34,132603,91273,wedding,1152873,5,medium,"gold,real_estate",married,0,self-employed,none,Tier 3,26,48395,2564399.0,41330,True,19214,9607,3842,5765
550,44,140814,65577,wedding,525939,4,medium,"fd,gold",married,0,business,none,Tier 3,16,27867,984048.0,75237,True,10957,5478,2191,3288
551,49,44063,18105,wedding,1784670,4,medium,"fd,stocks",married,1,self-employed,intermediate,Tier 3,11,85764,1250532.0,25958,True,25958,12979,5191,7788
552,53,123036,76345,education,1202957,4,low,"real_estate,stocks",married,3,self-employed,none,Tier 3,7,7103,2322759.0,46691,True,25061,7518,7518,10025
553,50,93278,69833,car,1346405,3,medium,"fd,real_estate",married,1,self-employed,none,Tier 1,10,86159,4181146.0,23445,True,23445,11722,4689,7034
554,54,196429,127166,car,1221935,4,high,"stocks,fd",single,3,self-employed,none,Tier 2,6,80403,2057338.0,69263,True,25456,17819,2545,5092
555,52,89842,61302,retirement,6649886,24,medium,"gold,fd",married,3,salaried,intermediate,Tier 3,8,89748,1003122.0,28540,True,23089,11544,4617,6928
556,32,76114,53067,wedding,1574101,5,medium,"stocks,real_estate",married,1,business,beginner,Tier 2,28,19334,669003.0,23047,True,23047,11523,4609,6915
557,56,179005,72676,education,726903,4,high,"gold,real_estate",married,0,salaried,expert,Tier 1,4,22375,1605811.0,106329,True,15143,10600,1514,3029
558,53,80206,55582,education,739503,3,low,"real_estate,gold",single,0,salaried,intermediate,Tier 3,7,98308,4340697.0,24624,True,20541,6162,6162,8217
559,40,91312,38740,wedding,1095484,5,medium,"real_estate,gold",single,2,business,none,Tier 1,20,15922,1528081.0,52572,True,18258,9129,3651,5478
560,31,48340,25921,car,1037999,4,medium,"gold,real_estate",single,2,business,expert,Tier 1,29,92959,1000922.0,22419,True,21624,10812,4324,6488
561,55,137564,85506,education,501604,5,medium,"mutual_funds,real_estate",married,0,salaried,intermediate,Tier 3,5,40595,80257.0,52058,True,8360,4180,1672,2508
562,25,110989,75643,wedding,1601267,4,high,"stocks,mutual_funds",married,0,business,none,Tier 2,35,30613,2685466.0,35346,True,33359,23351,3335,6673
563,53,45908,29205,education,625329,6,low,"gold,real_estate",married,2,business,expert,Tier 1,7,96051,1593812.0,16703,True,8685,2605,2605,3475
564,44,131136,82024,education,843576,3,low,"gold,stocks",single,1,business,beginner,Tier 2,16,89425,50917.0,49112,True,23432,7029,7029,9374
565,40,79575,54396,car,1487680,4,medium,"mutual_funds,gold",single,3,self-employed,intermediate,Tier 3,20,66845,453157.0,25179,True,25179,12589,5035,7555
566,38,125684,92008,education,549265,6,low,"real_estate,gold",married,1,salaried,beginner,Tier 1,22,88055,1434822.0,33676,True,7628,2288,2288,3052
567,36,101795,56924,wedding,1159987,4,medium,"real_estate,gold",single,1,business,expert,Tier 1,24,73226,1597419.0,44871,True,24166,12083,4833,7250
568,47,151285,107195,car,516545,2,medium,"gold,mutual_funds",married,0,self-employed,beginner,Tier 3,13,24173,1908997.0,44090,True,21522,10761,4304,6457
569,47,123106,74786,car,1394453,5,high,"stocks,real_estate",married,3,salaried,beginner,Tier 2,13,94049,2545389.0,48320,True,23240,16267,2324,4649
570,38,167191,102941,car,1225782,5,high,"mutual_funds,gold",single,1,business,none,Tier 2,22,83653,4659770.0,64250,True,20429,14300,2042,4087
571,28,104132,77231,wedding,1995991,5,medium,"real_estate,fd",single,0,self-employed,expert,Tier 2,32,93151,997272.0,26901,True,26901,13450,5380,8071
572,56,188860,134860,wedding,808974,5,medium,"stocks,mutual_funds",married,2,self-employed,beginner,Tier 1,4,20160,761943.0,54000,True,13482,6741,2696,4045
573,36,173302,116384,bike,91085,2,medium,"mutual_funds,gold",married,3,business,beginner,Tier 2,24,10750,2488064.0,56918,True,3795,1897,759,1139
574,38,50903,36251,education,912242,4,low,"gold,mutual_funds",single,2,self-employed,none,Tier 3,22,53225,,14652,True,14652,4395,4395,5862
575,28,181251,83165,car,600753,3,low,"gold,stocks",single,3,self-employed,intermediate,Tier 2,32,50619,4159070.0,98086,True,16687,5006,5006,6675
576,58,165611,122647,education,365149,3,medium,"real_estate,gold",single,3,business,intermediate,Tier 1,2,95695,1284215.0,42964,True,10143,5071,2028,3044
577,44,76799,36291,wedding,1401311,3,high,"mutual_funds,stocks",married,1,business,expert,Tier 3,16,60863,3368843.0,40508,True,38925,27247,3892,7786
578,31,161480,84582,car,1400460,5,medium,"real_estate,stocks",married,3,business,beginner,Tier 2,29,49825,1896357.0,76898,True,23341,11670,4668,7003
579,25,59254,39811,bike,72453,1,medium,"real_estate,mutual_funds",single,3,business,beginner,Tier 3,35,82694,3080486.0,19443,True,6037,3018,1207,1812
580,43,190745,131663,education,869354,6,low,"fd,mutual_funds",single,1,business,intermediate,Tier 3,17,15335,1895700.0,59082,True,12074,3622,3622,4830
581,59,180129,103921,bike,180747,2,medium,"fd,stocks",married,3,self-employed,expert,Tier 1,1,51525,1792166.0,76208,True,7531,3765,1506,2260
582,38,165592,92873,retirement,10627742,19,high,"stocks,fd",married,0,salaried,none,Tier 3,22,35134,1502137.0,72719,True,46612,32628,4661,9323
583,55,145956,76111,wedding,1445522,3,medium,"mutual_funds,real_estate",married,2,salaried,expert,Tier 3,5,14486,219934.0,69845,True,40153,20076,8030,12047
584,34,58856,39304,retirement,15537895,29,medium,"mutual_funds,real_estate",married,1,self-employed,intermediate,Tier 2,26,33378,4822945.0,19552,True,19552,9776,3910,5866
585,34,29031,18278,wedding,536683,4,low,"gold,fd",single,2,business,beginner,Tier 2,26,11587,374934.0,10753,True,10753,3225,3225,4303
586,56,166599,90360,bike,104739,1,medium,"real_estate,gold",single,0,self-employed,expert,Tier 2,4,40303,4803292.0,76239,True,8728,4364,1745,2619
587,38,81788,47318,retirement,11009292,23,low,"real_estate,stocks",single,2,self-employed,intermediate,Tier 1,22,25789,2979735.0,34470,True,34470,10341,10341,13788
588,46,124388,78561,wedding,973573,5,low,"fd,stocks",married,1,business,none,Tier 2,14,86972,3250450.0,45827,True,16226,4867,4867,6492
589,49,196890,91355,bike,177473,2,medium,"fd,stocks",married,1,salaried,beginner,Tier 3,11,68909,789574.0,105535,True,7394,3697,1478,2219
590,29,78293,35235,retirement,15019231,12,high,"real_estate,gold",married,1,self-employed,beginner,Tier 3,31,91402,4687370.0,43058,True,43058,30140,4305,8613
591,33,110408,72351,retirement,15501340,14,high,"real_estate,mutual_funds",single,1,self-employed,expert,Tier 1,27,24800,3026030.0,38057,True,38057,26639,3805,7613
592,42,192747,93941,wedding,773813,3,low,"stocks,real_estate",single,0,business,intermediate,Tier 2,18,15878,2936569.0,98806,True,21494,6448,6448,8598
593,41,33931,22482,education,1129365,6,low,"gold,mutual_funds",single,0,business,none,Tier 3,19,74504,1280796.0,11449,True,11449,3434,3434,4581
594,38,31279,17833,bike,164433,1,medium,"stocks,fd",single,0,salaried,intermediate,Tier 1,22,82485,2483351.0,13446,True,13446,6723,2689,4034
595,29,113618,54917,car,1393978,2,high,"real_estate,gold",married,2,business,expert,Tier 3,31,96632,4482027.0,58701,True,58082,40657,5808,11617
596,46,164180,74549,bike,153185,2,low,"real_estate,stocks",married,1,salaried,intermediate,Tier 2,14,61830,4165741.0,89631,True,6382,1914,1914,2554
597,34,185591,98647,education,789709,4,medium,"real_estate,mutual_funds",married,1,business,none,Tier 2,26,35676,2329023.0,86944,True,16452,8226,3290,4936
598,38,108095,51816,retirement,11768201,21,medium,"mutual_funds,gold",single,2,self-employed,intermediate,Tier 2,22,83388,4890349.0,56279,True,46699,23349,9339,14011
599,54,82384,45588,car,550528,5,high,"stocks,gold",married,2,business,intermediate,Tier 1,6,51922,2871839.0,36796,True,9175,6422,917,1836
600,30,51639,21552,education,1437613,3,medium,"real_estate,gold",single,0,business,expert,Tier 2,30,98063,2165226.0,30087,True,30087,15043,6017,9027
601,33,67265,36136,retirement,6305610,16,low,"mutual_funds,real_estate",married,2,salaried,intermediate,Tier 1,27,27800,2649327.0,31129,True,31129,9338,9338,12453
602,50,43054,31195,education,1000757,4,low,"stocks,fd",single,1,salaried,beginner,Tier 3,10,95020,2999311.0,11859,True,11859,3557,3557,4745
603,29,171904,85776,retirement,8728394,26,medium,"stocks,real_estate",single,0,business,expert,Tier 2,31,28666,3516689.0,86128,True,27975,13987,5595,8393
604,40,56830,28012,bike,117616,2,low,"gold,stocks",single,2,self-employed,intermediate,Tier 1,20,85055,4961077.0,28818,True,4900,1470,1470,1960
605,49,125529,77434,bike,138116,1,medium,"mutual_funds,gold",single,3,salaried,beginner,Tier 2,11,49757,569385.0,48095,True,11509,5754,2301,3454
606,57,197329,110399,education,1286399,3,low,"real_estate,fd",single,0,self-employed,none,Tier 2,3,43134,470539.0,86930,True,35733,10719,10719,14295
607,40,40954,18420,wedding,1251287,5,medium,"stocks,gold",married,3,business,expert,Tier 1,20,9992,4770553.0,22534,True,20854,10427,4170,6257
608,39,178623,105271,bike,73255,2,medium,"fd,mutual_funds",single,3,business,beginner,Tier 1,21,53003,3581674.0,73352,True,3052,1526,610,916
609,30,58919,38211,car,403358,5,medium,"fd,real_estate",married,2,salaried,beginner,Tier 2,30,81524,4874574.0,20708,True,6722,3361,1344,2017
610,55,20698,10066,bike,115805,2,high,"mutual_funds,stocks",married,1,business,none,Tier 3,5,55248,4482787.0,10632,True,4825,3377,482,966
611,31,46954,33643,education,407524,5,medium,"fd,gold",single,1,self-employed,expert,Tier 3,29,24738,3992863.0,13311,True,6792,3396,1358,2038
612,36,158464,100186,retirement,10620958,27,medium,"real_estate,fd",single,3,self-employed,beginner,Tier 3,24,82963,4225318.0,58278,True,32780,16390,6556,9834
613,25,166638,84085,retirement,13986741,11,low,"gold,stocks",married,1,salaried,beginner,Tier 3,35,25354,1384649.0,82553,True,82553,24765,24765,33023
614,42,126576,88868,wedding,1483667,4,medium,"stocks,gold",single,0,business,none,Tier 2,18,11589,930096.0,37708,True,30909,15454,6181,9274
615,59,119188,68233,education,890073,4,medium,"mutual_funds,stocks",single,3,salaried,expert,Tier 2,1,30901,1523300.0,50955,True,18543,9271,3708,5564
616,45,40464,21710,retirement,18329349,26,high,"fd,mutual_funds",married,2,business,beginner,Tier 3,15,61683,2533502.0,18754,True,18754,13127,1875,3752
617,44,148059,89353,car,1174107,4,medium,"real_estate,gold",single,1,salaried,none,Tier 3,16,50927,3402214.0,58706,True,24460,12230,4892,7338
618,24,141503,76387,wedding,1077880,3,medium,"real_estate,fd",married,3,business,none,Tier 3,36,60798,185370.0,65116,True,29941,14970,5988,8983
619,26,75652,32264,retirement,12304612,22,low,"mutual_funds,stocks",single,1,business,none,Tier 2,34,25316,3605912.0,43388,True,43388,13016,13016,17356
620,23,170072,109678,bike,62866,2,high,"fd,real_estate",married,2,salaried,expert,Tier 2,37,23395,1792955.0,60394,True,2619,1833,261,525
621,33,19006,8750,bike,197150,2,medium,"real_estate,stocks",single,0,self-employed,none,Tier 2,27,67901,4969161.0,10256,True,8214,4107,1642,2465
622,51,132192,54347,car,750164,5,low,"mutual_funds,fd",single,2,self-employed,expert,Tier 1,9,99881,2055534.0,77845,True,12502,3750,3750,5002
623,46,130584,73162,wedding,1247108,5,medium,"gold,stocks",single,0,business,beginner,Tier 2,14,90824,4511902.0,57422,True,20785,10392,4157,6236
624,38,117421,66586,education,1301452,6,medium,"gold,stocks",single,3,salaried,none,Tier 3,22,44613,4461054.0,50835,True,18075,9037,3615,5423
625,38,74993,34092,retirement,16693090,23,medium,"gold,mutual_funds",single,1,business,beginner,Tier 3,22,47222,4031383.0,40901,True,40901,20450,8180,12271
626,36,80333,53554,wedding,1597996,3,medium,"fd,real_estate",single,2,salaried,expert,Tier 3,24,14460,,26779,True,26779,13389,5355,8035
627,56,155347,68589,retirement,4383640,11,high,"fd,mutual_funds",single,1,business,intermediate,Tier 3,4,29366,4288340.0,86758,True,33209,23246,3320,6643
628,47,157867,76947,wedding,1185503,4,medium,"mutual_funds,real_estate",married,1,salaried,intermediate,Tier 2,13,80139,1628232.0,80920,True,24697,12348,4939,7410
629,35,73829,31300,car,1201151,5,medium,"real_estate,mutual_funds",single,2,salaried,intermediate,Tier 2,25,12566,628110.0,42529,True,20019,10009,4003,6007
630,56,104424,65461,bike,78019,1,medium,"mutual_funds,gold",single,3,salaried,expert,Tier 2,4,15283,985783.0,38963,True,6501,3250,1300,1951
631,45,77780,43040,car,522019,2,medium,"stocks,real_estate",married,1,self-employed,beginner,Tier 2,15,52929,2942927.0,34740,True,21750,10875,4350,6525
632,35,115260,48932,car,1429870,3,high,"stocks,mutual_funds",married,3,business,beginner,Tier 3,25,62530,4904491.0,66328,True,39718,27802,3971,7945
633,37,159771,87349,education,1308923,6,low,"mutual_funds,fd",single,0,salaried,expert,Tier 1,23,10313,1767534.0,72422,True,18179,5453,5453,7273
634,24,43807,25226,education,476298,5,medium,"gold,mutual_funds",single,0,salaried,beginner,Tier 2,36,8558,2459409.0,18581,True,7938,3969,1587,2382
635,29,182415,102629,bike,113218,2,low,"stocks,mutual_funds",married,1,salaried,expert,Tier 2,31,32877,239073.0,79786,True,4717,1415,1415,1887
636,26,96780,53225,car,619707,3,medium,"real_estate,fd",single,2,salaried,expert,Tier 2,34,45317,3908884.0,43555,True,17214,8607,3442,5165
637,51,72221,52729,bike,158300,2,low,"stocks,gold",single,3,self-employed,beginner,Tier 3,9,57227,,19492,True,6595,1978,1978,2639
638,44,56247,31038,education,874887,4,medium,"gold,mutual_funds",married,3,business,intermediate,Tier 1,16,9552,3385379.0,25209,True,18226,9113,3645,5468
639,27,83207,59037,car,511426,3,medium,"real_estate,fd",married,2,salaried,beginner,Tier 2,33,75442,3930323.0,24170,True,14206,7103,2841,4262
640,25,58856,38546,bike,119807,2,medium,"real_estate,gold",married,3,salaried,intermediate,Tier 1,35,48461,4862066.0,20310,True,4991,2495,998,1498
641,43,98136,53000,bike,144726,1,medium,"fd,gold",married,0,self-employed,beginner,Tier 2,17,32386,3882809.0,45136,True,12060,6030,2412,3618
642,24,28704,17544,bike,150710,2,low,"gold,stocks",married,0,self-employed,expert,Tier 2,36,67993,4472888.0,11160,True,6279,1883,1883,2513
643,30,147886,62554,wedding,585166,3,low,"fd,stocks",married,2,business,none,Tier 3,30,40699,4028966.0,85332,True,16254,4876,4876,6502
644,51,50739,22613,wedding,1256079,5,medium,"fd,gold",single,0,self-employed,intermediate,Tier 1,9,6609,665416.0,28126,True,20934,10467,4186,6281
645,51,125966,85875,education,923640,4,medium,"real_estate,mutual_funds",single,2,business,intermediate,Tier 3,9,13307,3957297.0,40091,True,19242,9621,3848,5773
646,31,53346,21781,education,340149,3,low,"mutual_funds,real_estate",single,2,business,intermediate,Tier 2,29,90712,4372751.0,31565,True,9448,2834,2834,3780
647,23,62947,25970,education,980913,4,high,"fd,real_estate",single,2,salaried,expert,Tier 3,37,95895,1411425.0,36977,True,20435,14304,2043,4088
648,56,130700,85726,bike,107365,1,low,"fd,real_estate",single,3,self-employed,intermediate,Tier 1,4,75122,1985657.0,44974,True,8947,2684,2684,3579
649,33,178515,96253,education,1019846,4,low,"mutual_funds,fd",married,1,self-employed,expert,Tier 2,27,9922,959210.0,82262,True,21246,6373,6373,8500
650,48,150758,74628,retirement,15857261,17,medium,"real_estate,gold",single,3,salaried,intermediate,Tier 3,12,23443,1508316.0,76130,True,76130,38065,15226,22839
651,38,192214,91976,car,420855,5,medium,"gold,mutual_funds",single,0,business,intermediate,Tier 2,22,30095,3103380.0,100238,True,7014,3507,1402,2105
652,47,118119,55236,wedding,1643413,3,medium,"real_estate,mutual_funds",married,2,salaried,intermediate,Tier 2,13,99283,983476.0,62883,True,45650,22825,9130,13695
653,51,108846,51581,bike,175657,1,low,"fd,stocks",single,0,business,expert,Tier 2,9,57347,3059828.0,57265,True,14638,4391,4391,5856
654,50,84518,45479,wedding,1167565,5,low,"mutual_funds,stocks",married,0,self-employed,beginner,Tier 1,10,26097,3249039.0,39039,True,19459,5837,5837,7785
655,58,139954,100596,wedding,721468,3,medium,"mutual_funds,stocks",married,1,business,beginner,Tier 1,2,9926,1134309.0,39358,True,20040,10020,4008,6012
656,53,56743,26099,education,1193877,6,high,"mutual_funds,fd",single,1,salaried,beginner,Tier 1,7,21428,,30644,True,16581,11606,1658,3317
657,34,122325,90717,retirement,7585315,29,medium,"gold,stocks",single,3,salaried,none,Tier 3,26,71467,4421272.0,31608,True,21796,10898,4359,6539
658,40,159933,77437,car,488302,4,medium,"fd,real_estate",single,0,business,intermediate,Tier 2,20,88231,615635.0,82496,True,10172,5086,2034,3052
659,39,43164,19627,bike,63748,2,low,"gold,stocks",married,1,self-employed,expert,Tier 2,21,65380,4995697.0,23537,True,2656,796,796,1064
660,34,135617,75346,education,1264190,5,low,"fd,stocks",single,3,salaried,beginner,Tier 2,26,71706,4744505.0,60271,True,21069,6320,6320,8429
661,51,92986,55999,bike,114460,1,medium,"fd,mutual_funds",single,2,salaried,intermediate,Tier 2,9,31206,3848196.0,36987,True,9538,4769,1907,2862
662,53,37337,20611,education,956521,4,medium,"mutual_funds,stocks",single,1,salaried,none,Tier 2,7,95071,3103407.0,16726,True,16726,8363,3345,5018
663,37,121511,57175,retirement,9818922,10,medium,"fd,mutual_funds",single,2,self-employed,none,Tier 2,23,38654,994131.0,64336,True,64336,32168,12867,19301
